"id","Outlying_polar","Skewed_polar","Clumpy_polar","Sparse_polar","Striated_polar","Convex_polar","Skinny_polar","Stringy_polar","Monotonic_polar","Outlying_contour","Skewed_contour","Clumpy_contour","Sparse_contour","Striated_contour","Convex_contour","Skinny_contour","Stringy_contour","Monotonic_contour","No_of_max_ponits","No_of_min_points","diameter","area","perimeter","physiological_length","physiological_width","aspect_ratio","rectangularity","circularity","compactness","NF","Perimeter_ratio_diameter","Perimeter_ratio_length","Perimeter_ratio_lw","No_of_Convex_points","perimeter_convexity","area_convexity","area_ratio_convexity","equivalent_diameter","cx","cy","eccentriciry","contrast","correlation_texture","inverse_difference_moments","entropy","Mean_R_val","Mean_G_val","Mean_B_val","Std_R_val","Std_G_val","Std_B_val","correlation","Shape_label"
1,0,0.461006640768659,0.00647978389631726,0.0144994152934861,0.978835978835979,0.000899986936592948,0.117795448470781,1,0.0268076104918067,0,0.495403498511478,0.00789811355502982,0.0144994152934861,0.974489795918367,0.000479470011311784,0.181009270884562,1,0.000816259999894747,1,2,1255.829606,936626.5,3830.53351,1253,1088,0.868316042,0.687047043,0.802154037,15.66578243,1.154255153,3.050201628,3.520710946,1.636280867,125,0.940496668,0.023593716,0.976950116,1092.03933,812.2713303,599.8120768,0.444003758,38.69163378,0.995960854,0.595113283,6.291552472,38.02429323,72.38449271,42.7890224,41.66486328,74.26665386,46.36231868,-0.027629688,"Heart_shape"
2,0,0.474787707355337,0.0111004821350341,0.0145156557031483,0.97979797979798,0.000152531876706456,0.544049256563812,1,0.00555422042694827,0,0.532181759559859,0.0108464984673426,0.0143611381135762,0.981132075471698,0,1,1,8.7406831940677e-06,3,4,1227.825721,917300.5,3781.4452,1218,1091,0.895730706,0.690302731,0.806131464,15.58848796,1.125413126,3.079789857,3.46603593,1.637698224,128,0.939355049,0.031755134,0.969222219,1080.714241,766.7653251,593.5941269,0.268667882,32.73154027,0.996774043,0.602276312,6.273267206,34.55425469,69.89447552,42.93043958,40.48648514,73.0527527,48.04194716,-0.003103965,"Heart_shape"
3,0,0.535688319170407,0.0173174859810978,0.0295357841694962,0.675862068965517,0.035230740690822,0.776490788515162,0.854413999166975,0.0684815377871871,0,0.545117133884194,0.0202714932126697,0.0290387826955865,0.676691729323308,0.0359082208376991,0.780698841064259,0.886478749335451,0.00125319476046167,4,7,1113.228189,855376.5,3695.646209,1098,1083,0.986338798,0.719327258,0.787021146,15.96700506,1.027911532,3.319756225,3.412415705,1.694473273,114,0.923254892,0.039327127,0.962160973,1043.59915,800.2230732,591.5860263,0.319525018,23.20848705,0.997535365,0.636350848,5.764994801,30.92509323,69.22250104,40.80088906,38.55109787,76.77595818,48.09177422,-0.03634163,"Heart_shape"
4,0,0.477133842020008,0.0132669983416252,0.0142579761474019,0.989637305699482,2.55698324611791e-06,0.706739380321099,1,0.0954730156994618,0,0.467501321529748,0.0108978914949064,0.0145164499308123,0.978494623655914,0.000938967314734709,0.134822492063573,1,0.322325128400978,1,1,1219.185384,901303,3678.408622,1205,1053,0.873858921,0.710322217,0.837067995,15.01236542,1.157820877,3.017103609,3.493265548,1.629056077,138,0.950241354,0.017408685,0.982889192,1071.249094,788.4815715,589.8695516,0.4481124,30.14545674,0.996898093,0.613550585,6.203470847,33.44151094,71.32742917,40.73281719,39.0940824,75.8552907,46.57169584,0.568413407,"Heart_shape"
5,0,0.491481146646024,0.0111562142123519,0.0141515302755875,0.969543147208122,8.94744831697365e-05,0.637678881062367,1,0.00960664624450849,0,0.501273775268997,0.00788466739480373,0.0144796752466591,0.979591836734694,0.000416079685692406,0.449276744917503,1,0.281150777944476,1,1,1186.764509,885691,3833.570095,1153,1078,0.934952298,0.712580877,0.757330205,16.59298748,1.100894721,3.230270256,3.556187472,1.718319182,125,0.913124404,0.049460816,0.952870259,1061.930697,802.6457803,576.5419694,0.22439021,23.82164423,0.997519651,0.62199635,5.951693316,33.79773281,70.65265104,42.51777031,40.72863951,75.70439202,48.54937937,0.531098582,"Heart_shape"
6,0,0.483745572397772,0.0085339420866144,0.01450087329268,0.989473684210526,0.000253435930501304,0.514023996025598,1,0.00756983583369212,0,0.459966849438501,0.0131940265164879,0.0144838033947175,0.978609625668449,9.54267275267486e-05,0.423484458938022,1,0.330236359963924,1,1,1199.291874,886581.5,3742.876666,1179,1073,0.910093299,0.700817822,0.795275303,15.80128362,1.11769979,3.120905549,3.488235476,1.662023386,125,0.938883156,0.036021505,0.965230929,1062.464411,822.0148265,583.3180238,0.235425303,22.40664175,0.997662636,0.627097177,5.904385544,28.48770833,73.38544219,39.82199427,35.41105554,78.68037669,46.24319803,0.57559082,"Heart_shape"
7,0,0.474423761789993,0.00571853311088093,0.0144941164019338,0.963917525773196,0.000105866865429655,0.774660596043958,1,0.00335090423564201,0,0.493277974830657,0.010164667615369,0.0144941164019338,0.979274611398964,0.00102085888724258,0.133353319368331,1,0.276772400289683,1,1,1196.2157,868356,3651.864459,1188,1054,0.887205387,0.693490886,0.818235604,15.35788781,1.134929506,3.052847793,3.464767039,1.62884231,121,0.941814186,0.022736067,0.97776937,1051.487136,807.9695612,591.7082975,0.41183281,39.80101583,0.995244329,0.617410776,6.102599467,35.38769323,73.66872448,42.12104219,41.90087379,81.16586263,48.8975238,0.526917951,"Heart_shape"
8,0,0.50925639825216,0.00312376513396868,0.0145063917885192,0.954314720812183,0.0010256685874545,0.664633618717491,1,0.0212796478325058,0,0.498546707810257,0.0111185234600845,0.0142480970961473,0.964646464646465,0.000363747774515633,0.240852447324792,0.984771837202186,0.380565593050231,1,1,1127.824454,789362,3516.173122,1108,1045,0.943140794,0.68174218,0.802316235,15.6626154,1.079257851,3.117659941,3.364758968,1.633150544,112,0.943112426,0.034275149,0.966860705,1002.520281,806.0660333,570.664334,0.22846193,37.37336385,0.996388667,0.649045343,5.628013546,28.80523594,59.0601875,34.14385573,38.55072069,70.61785551,44.14789302,0.617438127,"Heart_shape"
9,0,0.486938057178221,0.014204372243398,0.0144937421448271,0.989247311827957,2.32658533671583e-05,0.553170501750242,1,0.00818061426623952,0,0.520829301641621,0.0102143714068992,0.0144937421448271,0.979591836734694,0.000382954323643421,0.256881062580811,1,0.358078316276915,1,1,1225.677364,892334.5,3775.420812,1203,1075,0.893599335,0.690007153,0.786695774,15.9736089,1.14016499,3.080272937,3.51201936,1.657340128,115,0.932684629,0.036671226,0.964625983,1065.905987,774.0740205,572.6842851,0.300947179,55.64594971,0.993826937,0.595114776,6.445115498,34.20426354,74.26448177,42.62609271,40.18688769,79.5611116,49.08377874,0.599044697,"Heart_shape"
10,0,0.496253712427654,0.00789895392328306,0.0144417327756032,0.964646464646465,8.40595773923996e-05,0.817136408332911,0.984771837202186,0.00250709892390589,0,0.520899498729933,0.0136767722817415,0.0144930965397936,0.979899497487437,0.00010479341521418,0.421086695015639,1,0.325478192605349,1,1,1045.750448,741980.5,3405.940586,980,1041,1.062244898,0.727303515,0.803763389,15.63441529,1.004563351,3.256934378,3.271796913,1.685274907,115,0.930295719,0.035857411,0.965383835,971.966519,833.8347061,581.5554574,0.47807041,37.47853316,0.995461058,0.666298983,5.353648802,24.47039635,65.34484115,34.91784271,34.50108121,81.87702277,46.3953797,0.571364472,"Heart_shape"
11,0,0.516754893673426,0.0151353604314137,0.0144983373532312,0.964824120603015,9.65948758058524e-05,0.592119344176132,0.984848744462827,0.0075672909897056,0,0.600747159575731,0.0138626339004411,0.0144812704404839,0.980487804878049,0.000388894285492033,0.264453760453666,1,0.27148428781916,1,1,1227.715358,915456,3692.634029,1221,1038,0.85012285,0.722311381,0.84367427,14.89481316,1.182770094,3.007728139,3.557450895,1.634632151,143,0.949835583,0.010710509,0.98940299,1079.627149,774.7242623,578.0970686,0.483905743,36.74000664,0.99629993,0.604093738,6.228233879,36.64255677,69.5392224,41.06752344,41.63731742,72.95743912,45.84663286,0.521822954,"Heart_shape"
